iter	RMSE
0	0.792438048
1	0.7756407928
2	0.7570938453
3	0.7388853725
4	0.7216096195
5	0.7058654376
6	0.6912214703
7	0.6767333794
8	0.6623390952
9	0.6472467936
10	0.6346944928
11	0.6193285099
12	0.6057491199
13	0.5925167677
14	0.5803901461
15	0.5669772787
16	0.5545788537
17	0.542020116
18	0.5302604362
19	0.519319696
20	0.5081674677
21	0.5000499971
22	0.4910586807
23	0.4816838215
24	0.4722089588
25	0.4617169983
26	0.4525618535
27	0.443870674
28	0.4344481433
29	0.4248701818
30	0.4166456633
31	0.4082625925
32	0.400691795
33	0.3923468103
34	0.3853331632
35	0.3779488578
36	0.3711190217
37	0.3656258111
38	0.3587687666
39	0.3517758868
40	0.3456376305
41	0.3397034424
42	0.3331309308
43	0.3274036101
44	0.3222772469
45	0.3172248835
46	0.3119395133
47	0.3069382756
48	0.302169292
49	0.2967621173
50	0.2925431182
51	0.2876328337
52	0.2832081956
53	0.2787799096
54	0.2746378674
55	0.2707496527
56	0.2668429961
57	0.2629504863
58	0.259509185
59	0.2567800581
60	0.2523517688
61	0.2487777397
62	0.2454383807
63	0.2419768353
64	0.2385069677
65	0.2353680995
66	0.2319725622
67	0.2288202361
68	0.2259177722
69	0.2228979079
70	0.2202675391
71	0.2176790851
72	0.2157354492
73	0.2133896344
74	0.2106790838
75	0.2085258987
76	0.206300034
77	0.2042543678
78	0.2024025967
79	0.2001483135
80	0.1980715571
81	0.1966444779
82	0.1941573828
83	0.1921051119
84	0.1898867564
85	0.1880483514
86	0.1864801324
87	0.185030138
88	0.1837103964
89	0.182340786
90	0.1806975052
91	0.1791807383
92	0.1777119337
93	0.1763662226
94	0.1747737036
95	0.1734827172
96	0.1717733658
97	0.1704184192
98	0.1690830548
99	0.1674496206
100	0.1664867756
101	0.1650111854
102	0.1641407149
103	0.1632079364
104	0.1620657025
105	0.160658874
106	0.1593002095
107	0.1573731005
108	0.1559933276
109	0.1551526684
110	0.1541101715
111	0.1532459822
112	0.1516796307
113	0.1508408775
114	0.1495574826
115	0.1484582571
116	0.1477668159
117	0.1471415009
118	0.146375326
119	0.1457815965
120	0.1450045829
121	0.1443772954
122	0.1438176379
123	0.1429074822
124	0.1422886357
125	0.1415647593
126	0.1404021996
127	0.1393902551
128	0.1383454666
129	0.1373612431
130	0.1364722716
131	0.1359601787
132	0.1349718684
133	0.1345680676
134	0.1342449009
135	0.1332871848
136	0.1324648626
137	0.1321052076
138	0.131415254
139	0.1304518403
140	0.1301389091
141	0.1291742895
142	0.1282334059
143	0.1275245774
144	0.1271953685
145	0.1263096123
146	0.1255232317
147	0.1251888581
148	0.1244468148
149	0.1239577858
150	0.1230882951
151	0.1220758855
152	0.1213589034
153	0.1204853309
154	0.1196709526
155	0.1191966335
156	0.118925813
157	0.1181672539
158	0.1178404332
159	0.1172627458
160	0.116647757
161	0.1159914389
162	0.1158043424
163	0.1147786153
164	0.1145572729
165	0.1139702624
166	0.1136153556
167	0.1129875832
168	0.112129429
169	0.1113065761
170	0.110567289
171	0.1101287827
172	0.109204388
173	0.1089891472
174	0.1081772394
175	0.1074047076
176	0.1072106968
177	0.1062732127
178	0.1061371768
179	0.1058539576
180	0.1051188562
181	0.1041389432
182	0.1039731966
183	0.1033342678
184	0.1023906012
185	0.1014618761
186	0.1011370491
187	0.1009052345
188	0.1001772486
189	0.1000144445
190	0.09964831849
191	0.09957821421
192	0.09945210248
193	0.0987852679
194	0.09839465708
195	0.09814863175
196	0.09805055275
197	0.09743176824
198	0.09701195529
199	0.0963953306
200	0.09578117268
201	0.09543809651
202	0.09529671556
203	0.09479206675
204	0.09418277087
205	0.09396433412
206	0.09380818241
207	0.09350120374
208	0.09286914438
209	0.09274270584
210	0.09261996887
211	0.09200725579
212	0.09182797827
213	0.0914071339
214	0.09128692322
215	0.09106923607
216	0.09055042371
217	0.09018744939
218	0.09008213646
219	0.08996137984
220	0.08977833004
221	0.08965967354
222	0.08945878757
223	0.08930450145
224	0.08918818947
225	0.08887313285
226	0.08848940359
227	0.08836413323
228	0.08825743591
229	0.0877885439
230	0.08712470471
231	0.08656128362
232	0.08632547615
233	0.08584072605
234	0.08564387428
235	0.08531341455
236	0.08520079129
237	0.08471606626
238	0.08438019889
239	0.0839582387
240	0.08383974828
241	0.08346851349
242	0.08331166639
243	0.08324573572
244	0.0831158504
245	0.0830436656
246	0.08287831692
247	0.08255479579
248	0.0824361193
249	0.08198354235
250	0.08150801134
251	0.08140528835
252	0.08126914537
253	0.08095747479
254	0.08084113555
255	0.08070053331
256	0.08045049772
257	0.08026081524
258	0.08014185168
259	0.07984019767
260	0.07970196606
261	0.07934854593
262	0.07889564601
263	0.07847054174
264	0.07838662789
265	0.0780755854
266	0.07798727793
267	0.0775482654
268	0.07740895806
269	0.07729854198
270	0.0768854096
271	0.07677300072
272	0.07644399817
273	0.07626094254
274	0.07585726405
275	0.07572373606
276	0.07532527447
277	0.07515438248
278	0.07484753528
279	0.07467625107
280	0.07431329797
281	0.07424760738
282	0.07407013471
283	0.07390415374
284	0.07351788002
285	0.07322013657
286	0.07315480037
287	0.07301765997
288	0.07293917527
289	0.07245719377
290	0.07239659991
291	0.07232314749
292	0.07194805894
293	0.07166691873
294	0.07120040233
295	0.07110523653
296	0.07100410252
297	0.07063887825
298	0.07054456033
299	0.07017656456
300	0.07007653106
301	0.06980841274
302	0.06971730094
303	0.06936049319
304	0.06922256506
305	0.06897773784
306	0.06891175007
307	0.06881058587
308	0.06871681827
309	0.06862194076
310	0.06848188323
311	0.06810315517
312	0.06804997872
313	0.06784205648
314	0.06732523488
315	0.06698587501
316	0.06665123628
317	0.06640140065
318	0.065902907
319	0.06557280122
320	0.06548719534
321	0.06507485891
322	0.06484591732
323	0.06475755718
324	0.06467982802
325	0.06462217523
326	0.06455467902
327	0.06448807871
328	0.06411117413
329	0.06379815473
330	0.06371860711
331	0.06337122271
332	0.06306484709
333	0.0629818786
334	0.06288654805
335	0.06271798556
336	0.06250215267
337	0.06220462941
338	0.06216818248
339	0.0620544272
340	0.06176232685
341	0.06147420942
342	0.06143193302
343	0.06137602574
344	0.06109334365
345	0.06106817225
346	0.0608663901
347	0.06078734079
348	0.06057841234
349	0.0603610775
350	0.06021255229
351	0.06002743535
352	0.05982714064
353	0.05972544625
354	0.05953068565
355	0.05919291516
356	0.05915051251
357	0.05910892157
358	0.05906988779
359	0.05889347887
360	0.0586963969
361	0.05843331087
362	0.05825087813
363	0.05808315901
364	0.05799387715
365	0.05786607911
366	0.0577839622
367	0.0577017096
368	0.05757122329
369	0.05744809483
370	0.05735913533
371	0.0572785178
372	0.05710119095
373	0.05685781953
374	0.05668474297
375	0.0566597354
376	0.05662740351
377	0.05638828809
378	0.05636184268
379	0.05619047897
380	0.05615420215
381	0.05600123791
382	0.05571455727
383	0.05558085118
384	0.05550791457
385	0.05543819572
386	0.05503168267
387	0.0549904684
388	0.05495511093
389	0.05480022684
390	0.05471274645
391	0.05464296166
392	0.05442621509
393	0.05418103472
394	0.05413808803
395	0.05407014016
396	0.05391341674
397	0.05378084383
398	0.05369393095
399	0.05355228922
400	0.05332078629
401	0.05320612786
402	0.05308641786
403	0.05302345993
404	0.05295032549
405	0.05282025587
406	0.05275550148
407	0.05269170232
408	0.05244972329
409	0.05238789285
410	0.05227720082
411	0.0520001192
412	0.05193734414
413	0.0518140432
414	0.05169771482
415	0.0515935809
416	0.05138697154
417	0.05105235527
418	0.05086119568
419	0.05075525968
420	0.05064253771
421	0.05054141648
422	0.05048164919
423	0.05044481771
424	0.05042212191
425	0.05025650706
426	0.05018923746
427	0.05003365329
428	0.04996287992
429	0.04991901611
430	0.04986566394
431	0.04980807905
432	0.04958522224
433	0.04947376161
434	0.04935578831
435	0.04924440289
436	0.04913613453
437	0.04910917123
438	0.04905233964
439	0.04899091433
440	0.04882944515
441	0.04877528269
442	0.04869147473
443	0.04853481765
444	0.04851364093
445	0.04832630242
446	0.04800094592
447	0.04795082715
448	0.04789057207
449	0.04763963377
450	0.0476174915
451	0.04759823636
452	0.04728369386
453	0.047182345
454	0.04691082067
455	0.04688949451
456	0.04687084832
457	0.04674391387
458	0.04649971923
459	0.04625449569
460	0.04606344648
461	0.04596623082
462	0.04595093547
463	0.04594288369
464	0.04582158489
465	0.04579437622
466	0.04556061345
467	0.04537046991
468	0.04507672613
469	0.04506181851
470	0.04485095234
471	0.04473956616
472	0.0447208601
473	0.04454897147
474	0.04432711698
475	0.04427675705
476	0.04422197233
477	0.04408393149
478	0.0440451062
479	0.04402705148
480	0.04387535576
481	0.04386120293
482	0.04380612919
483	0.04378666936
484	0.04372667905
485	0.04364940667
486	0.0435738791
487	0.04356041754
488	0.04354634856
489	0.04333687203
490	0.0433203447
491	0.04310034222
492	0.04288902801
493	0.04281626849
494	0.04264579672
495	0.04247131269
496	0.04240252964
497	0.04238672127
498	0.04217864763
499	0.04202111281
500	0.04200819881
501	0.04192476584
502	0.04191193377
503	0.04183844714
504	0.04179124846
505	0.04173997318
506	0.04169980117
507	0.04165365008
508	0.04147308489
509	0.04143400744
510	0.04138814851
511	0.04121039489
512	0.04105277156
513	0.04085189894
514	0.0408085062
515	0.04054624949
516	0.04048268193
517	0.04026617222
518	0.04025037191
519	0.04011386129
520	0.0398858902
521	0.0396486354
522	0.03946652046
523	0.03937545897
524	0.03915595169
525	0.03902575348
526	0.03891241857
527	0.03873574783
528	0.0385207124
529	0.03850866123
530	0.03831860418
531	0.03830404188
532	0.03806728806
533	0.03792290333
534	0.03788595157
535	0.0376895772
536	0.03753431246
537	0.03752037215
538	0.03731747913
539	0.03710755217
540	0.03709565642
541	0.03708405841
542	0.03706562495
543	0.0370192036
544	0.0370083411
545	0.03697207615
546	0.03677124915
547	0.03676017281
548	0.03674649741
549	0.03668739843
550	0.03667652027
551	0.03659503902
552	0.03639834645
553	0.03628905158
554	0.03627735747
555	0.03611221169
556	0.0359447025
557	0.0357271112
558	0.03553515426
559	0.03537680729
560	0.03525440239
561	0.03524210169
562	0.03515969839
563	0.03500968547
564	0.0348781393
565	0.03484792202
566	0.03483788334
567	0.03482800868
568	0.03473487764
569	0.03465241912
570	0.03448852704
571	0.03444073519
572	0.03435099375
573	0.03415323326
574	0.03405988136
575	0.03405277342
576	0.03404204209
577	0.03398004623
578	0.03394638271
579	0.03393342354
580	0.0337626906
581	0.03365853719
582	0.03362644603
583	0.03361723418
584	0.03344437194
585	0.03334851748
586	0.03320527588
587	0.03319685581
588	0.0330343178
589	0.03296776354
590	0.0328010989
591	0.03266252302
592	0.03258838923
593	0.0325080414
594	0.03236885542
595	0.03235835167
596	0.0322786023
597	0.03210462775
598	0.03199512821
599	0.03191083987
600	0.03189887504
601	0.03175915933
602	0.03161473754
603	0.03155137458
604	0.03138760584
605	0.03134820633
606	0.03133866487
607	0.03124475563
608	0.03109407415
609	0.03099193383
610	0.03098384235
611	0.03097338899
612	0.03096412789
613	0.03083367698
614	0.03076365677
615	0.03068056262
616	0.03064884162
617	0.03056130263
618	0.03055260341
619	0.03054242125
620	0.03038658052
621	0.03030587896
622	0.03022063332
623	0.03021070799
624	0.0301226592
625	0.03011493913
626	0.03004161643
627	0.02997274673
628	0.02985210074
629	0.02981275124
630	0.02971448429
631	0.02969558856
632	0.02968669087
633	0.02963111162
634	0.02946659263
635	0.02945787134
636	0.02937617272
637	0.02936768962
638	0.02935248707
639	0.02934478591
640	0.02933598936
641	0.02925278599
642	0.0291026645
643	0.02909389602
644	0.02901625497
645	0.02901069951
646	0.02887752292
647	0.02880317189
648	0.02865586048
649	0.02857891602
650	0.02850405505
651	0.02847727579
652	0.02837026042
653	0.02836300314
654	0.02824347288
655	0.028208019
656	0.02815276622
657	0.02814224148
658	0.02801217561
659	0.02792369688
660	0.02791896302
661	0.02784809737
662	0.02774218882
663	0.02765198414
664	0.02762813504
665	0.02752252109
666	0.02742966024
667	0.02731571688
668	0.02720911517
669	0.02710522476
670	0.02699731917
671	0.02686283637
672	0.02681074556
673	0.02670384053
674	0.0265909193
675	0.02658317188
676	0.02645577363
677	0.02640127175
678	0.02626705362
679	0.02618001751
680	0.02608047964
681	0.02602279579
682	0.02599518682
683	0.02589842843
684	0.02580368982
685	0.02570754465
686	0.02565959815
687	0.02560586071
688	0.02547648055
689	0.02539587316
690	0.02533397503
691	0.02524384581
692	0.02517271028
693	0.02509755985
694	0.02499670969
695	0.0249665052
696	0.0248766226
697	0.02478856076
698	0.02475964305
699	0.02468057564
700	0.02461373091
701	0.02451276242
702	0.02443842925
703	0.02441151654
704	0.0243386502
705	0.0242203538
706	0.02414140562
707	0.02407128105
708	0.0239895825
709	0.0239271328
710	0.02387201656
711	0.0237730805
712	0.02376291505
713	0.02369516738
714	0.02366607148
715	0.02361966037
716	0.02359166121
717	0.02358147625
718	0.02353167924
719	0.02348315258
720	0.02340755581
721	0.02332019996
722	0.02327710049
723	0.02322215167
724	0.02312686678
725	0.0230583918
726	0.02305216271
727	0.02303308023
728	0.02300114336
729	0.02294659674
730	0.02288797186
731	0.02282398095
732	0.02274335716
733	0.02265796234
734	0.02261151619
735	0.02260619395
736	0.02256462212
737	0.02252214427
738	0.02249833622
739	0.0224726437
740	0.02241972356
741	0.02235607786
742	0.02234513006
743	0.02228599824
744	0.02223710193
745	0.02223125682
746	0.02219934324
747	0.02218162656
748	0.02206672738
749	0.02200956333
750	0.02196603014
751	0.0219567135
752	0.02194423417
753	0.02192718626
754	0.02192072943
755	0.02185099713
756	0.02182696951
757	0.02178780821
758	0.02170765301
759	0.02165835345
760	0.02160158692
761	0.02159602945
762	0.02154640906
763	0.02149735238
764	0.02149307375
765	0.02146869682
766	0.02143483179
767	0.02138907123
768	0.02133813977
769	0.02129137774
770	0.02120352711
771	0.02115273956
772	0.02111586337
773	0.02105612349
774	0.02101213749
775	0.02095132867
776	0.02093907801
777	0.02085258688
778	0.0207986501
779	0.02079224402
780	0.02078722857
781	0.02077951517
782	0.02069448433
783	0.02065555186
784	0.02063828098
785	0.02053273889
786	0.02048084428
787	0.02043933678
788	0.02040168519
789	0.02032716121
790	0.02032147225
791	0.02023911367
792	0.02020751814
793	0.02015465131
794	0.02008319156
795	0.02000708189
796	0.01993519115
797	0.0198965346
798	0.0198897689
799	0.01987488412
800	0.01985379362
801	0.01982182895
802	0.01976708216
803	0.0197534231
804	0.01974423948
805	0.01969422804
806	0.01968910913
807	0.01968057751
808	0.01960016945
809	0.0195941323
810	0.01952786531
811	0.01951136466
812	0.01949629535
813	0.01949167895
814	0.01948025861
815	0.0194021548
816	0.01938767521
817	0.01937069484
818	0.01927700671
819	0.0192006434
820	0.01919209717
821	0.01911836973
822	0.01902800336
823	0.01897567308
824	0.01892878566
825	0.01892208487
826	0.01887011337
827	0.01880709219
828	0.01872450305
829	0.01869697373
830	0.01869331034
831	0.01868971696
832	0.01867578121
833	0.01859497927
834	0.01852928376
835	0.01846529027
836	0.01846092334
837	0.01845642883
838	0.01842131387
839	0.01841678918
840	0.01838543733
841	0.01837214084
842	0.01830074703
843	0.01822591722
844	0.01816424823
845	0.01814975654
846	0.0180896633
847	0.01808608457
848	0.01803999808
849	0.01796932278
850	0.01796526194
851	0.01795628526
852	0.01791291863
853	0.01788144652
854	0.01784281758
855	0.01783899532
856	0.01779193643
857	0.01778904515
858	0.01774757587
859	0.01766401202
860	0.01765941206
861	0.0176545633
862	0.01761672067
863	0.01757879617
864	0.01757449603
865	0.0175704111
866	0.01756651359
867	0.01756252689
868	0.01748741643
869	0.01745006003
870	0.01737089764
871	0.01732115432
872	0.01731396952
873	0.01730846663
874	0.01729554062
875	0.01724004852
876	0.01720188575
877	0.01719425131
878	0.01719086149
879	0.01712440067
880	0.01709156289
881	0.01703827739
882	0.01700184933
883	0.01697348765
884	0.01691954662
885	0.01689551699
886	0.01689186159
887	0.0168822735
888	0.01687929228
889	0.01683909761
890	0.01681052805
891	0.01680581059
892	0.01674281657
893	0.01672464752
894	0.01663923478
895	0.01663602327
896	0.01662605134
897	0.01662278522
898	0.01655372862
899	0.01648439904
900	0.01648131869
901	0.01647769229
902	0.01646593531
903	0.01642097823
904	0.01641749703
905	0.01641378348
906	0.01641068388
907	0.0164073128
908	0.01635705208
909	0.01635355805
910	0.01628531503
911	0.01624961741
912	0.01624599517
913	0.01623473937
914	0.01620333579
915	0.01614086187
916	0.01613202717
917	0.01608202659
918	0.01607346183
919	0.01602862797
920	0.01599420344
921	0.0159913729
922	0.01598857268
923	0.0159848177
924	0.01598150279
925	0.01594557695
926	0.0159421448
927	0.01593565015
928	0.01587207411
929	0.01583962257
930	0.01583681876
931	0.01583353726
932	0.01580177316
933	0.01573844715
934	0.01570653312
935	0.01564982596
936	0.01561942005
937	0.01555961652
938	0.01550094135
939	0.01549544301
940	0.01544477854
941	0.01537635993
942	0.01537029704
943	0.01532923852
944	0.01529963373
945	0.01523868257
946	0.01522215045
947	0.01516342158
948	0.01516072005
949	0.0151566696
950	0.0151220305
951	0.01507332144
952	0.01507084431
953	0.01504732767
954	0.0150439003
955	0.01501829244
956	0.01501502063
957	0.01501200935
958	0.01500897458
959	0.01497865342
960	0.01493582515
961	0.01492968893
962	0.01492727185
963	0.01487020178
964	0.01486763332
965	0.01486458201
966	0.01485194502
967	0.0148433513
968	0.01483410619
969	0.01480113542
970	0.0147439266
971	0.01472696775
972	0.01467755235
973	0.0146211239
974	0.01461887362
975	0.01459696254
976	0.01457536585
977	0.01453568805
978	0.01448957262
979	0.01446715683
980	0.01446423851
981	0.01446133739
982	0.01443137082
983	0.0143678852
984	0.01436384891
985	0.01433669613
986	0.01432964811
987	0.01427712739
988	0.0142636007
989	0.01423407924
990	0.01423176644
991	0.01418138825
992	0.01417857468
993	0.0141494049
994	0.0141465845
995	0.01409726748
996	0.01409464123
997	0.01405775267
998	0.01405493868
999	0.01405277705
